categorias,codigo_categoria,codigo_cliente_fornecedor,codigo_lancamento_integracao,codigo_lancamento_omie,codigo_tipo_documento,data_emissao,data_previsao,data_registro,data_vencimento,distribuicao,id_conta_corrente,id_origem,nCodOS,numero_documento,numero_documento_fiscal,numero_parcela,numero_pedido,operacao,retem_cofins,retem_csll,retem_inss,retem_ir,retem_iss,retem_pis,status_titulo,tipo_agrupamento,valor_cofins,valor_csll,valor_documento,valor_ir,valor_pis,boleto.cGerado,boleto.cNumBancario,boleto.cNumBoleto,boleto.dDtEmBol,boleto.nPerJuros,boleto.nPerMulta,info.cImpAPI,info.dAlt,info.dInc,info.hAlt,info.hInc,info.uAlt,info.uInc,cNumeroContrato,codigo_barras_ficha_compensacao,bloqueado,bloquear_baixa,valor_iss,bloquear_exclusao,codigo_vendedor,Minha Empresa Nome,Minha Empresa CNPJ
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441098,,2069783674,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069779081.0,RPS 1975,202300000000941,001/001,2142,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292288-0,292288,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:13,17:20:24,P000424166,P000424166,546,34191.09008 29228.800321 89964.000007 3 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 86.009993, 'valor': 1205}, {'codigo_categoria': '1.04.99', 'percentual': 13.990007, 'valor': 196}]",,1800441177,,2069783920,BOL,03/07/2023,19/09/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 6.639004, 'nValDep': 93.01}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 6.639005, 'nValDep': 93.01}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 8.298755, 'nValDep': 116.27}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 13.278008, 'nValDep': 186.02}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 13.278008, 'nValDep': 186.02}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 46.887967, 'nValDep': 656.9}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 4.979253, 'nValDep': 69.77}]",1801365323,VENR,2069779086.0,"RPS 208, 1976",202300000000942,001/001,2143,01,S,S,N,S,N,S,RECEBIDO,I,36.15,12.05,1401.0,18.08,7.83,N,,,,1,2,N,20/09/2023,03/07/2023,09:26:16,17:20:51,P000424166,P000424166,586,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.97', 'percentual': 100, 'valor': 474.53}]",1.01.97,1800441102,,2069784120,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069779109.0,RPS 1977,202300000000943,001/001,2144,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292290-6,292290,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:13,17:21:14,P000424166,P000424166,548,34191.09008 29229.060321 89964.000007 5 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 369.08}]",1.01.02,1800441122,,2069784374,BOL,03/07/2023,25/07/2023,03/07/2023,25/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 36.91}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 36.91}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 46.14}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 73.82}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 73.82}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 73.82}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 27.66}]",1801365323,VENR,2069779140.0,RPS 1978,202300000000944,001/001,2146,01,N,N,N,N,N,N,RECEBIDO,I,,,369.08,,,S,109/00292291-4,292291,03/07/2023,1,2,N,26/07/2023,03/07/2023,08:49:36,17:21:37,P000424166,P000424166,558,34191.09008 29229.140321 89964.000007 1 94220000036908,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 63.770795, 'valor': 345}, {'codigo_categoria': '1.04.99', 'percentual': 36.229205, 'valor': 196}]",,1801298123,,2069784651,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 8.695652, 'nValDep': 47.04}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 8.695653, 'nValDep': 47.04}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 10.869565, 'nValDep': 58.8}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 17.391304, 'nValDep': 94.09}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 17.391304, 'nValDep': 94.09}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 30.434783, 'nValDep': 164.65}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 6.521739, 'nValDep': 35.29}]",1801365323,VENR,2069779128.0,"RPS 209, 1979",202300000000945,001/001,2145,01,S,S,N,N,N,S,RECEBIDO,I,10.35,3.45,541.0,,2.24,N,,,,1,2,N,24/07/2023,03/07/2023,09:04:08,17:22:01,P000424166,P000424166,590,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 85.24173, 'valor': 670}, {'codigo_categoria': '1.04.99', 'percentual': 14.75827, 'valor': 116}]",,1800441189,,2069784998,BOL,03/07/2023,25/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 8.955223, 'nValDep': 70.39}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 8.955224, 'nValDep': 70.39}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 11.19403, 'nValDep': 87.99}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 17.910448, 'nValDep': 140.78}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 17.910448, 'nValDep': 140.78}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 28.358209, 'nValDep': 222.9}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 6.716418, 'nValDep': 52.77}]",1801365323,VENR,2069779169.0,"RPS 210, 1980",202300000000946,001/001,2147,01,S,S,N,N,N,S,RECEBIDO,I,20.1,6.7,786.0,,4.36,N,,,,1,2,N,26/07/2023,03/07/2023,09:00:28,17:22:30,P000424166,P000424166,597,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 93.412834, 'valor': 1645}, {'codigo_categoria': '1.04.99', 'percentual': 6.587166, 'valor': 116}]",,1800441146,,2069785295,BOL,03/07/2023,25/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 9.726444, 'nValDep': 171.28}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 9.726442, 'nValDep': 171.28}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.158055, 'nValDep': 214.1}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 19.452888, 'nValDep': 342.57}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 19.452888, 'nValDep': 342.57}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 22.18845, 'nValDep': 390.74}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.294833, 'nValDep': 128.46}]",1801365323,VENR,2069779170.0,"RPS 211, 1981",202300000000947,001/001,2148,01,S,S,N,N,N,S,RECEBIDO,I,49.35,16.45,1761.0,,10.69,N,,,,1,2,N,26/07/2023,03/07/2023,08:58:32,17:22:58,P000424166,P000424166,582,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 85.60794, 'valor': 690}, {'codigo_categoria': '1.04.99', 'percentual': 14.39206, 'valor': 116}]",,1800441195,,2069785697,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 8.966867, 'nValDep': 72.27}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 5.847892, 'nValDep': 47.13}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 11.208584, 'nValDep': 90.34}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 17.933735, 'nValDep': 144.55}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 17.933735, 'nValDep': 144.55}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 31.384036, 'nValDep': 252.96}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 6.725151, 'nValDep': 54.2}]",1801365323,VENR,2069779202.0,"RPS 212, 1982",202300000000948,001/001,2149,01,S,S,N,S,N,S,RECEBIDO,I,20.7,6.9,806.0,10.35,4.49,S,109/00292295-5,292295,03/07/2023,1,2,N,14/07/2023,03/07/2023,08:52:48,17:23:36,P000424166,P000424166,598,34191.09008 29229.550321 89964.000007 1 94140000076356,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 86.907449, 'valor': 770}, {'codigo_categoria': '1.04.99', 'percentual': 13.092551, 'valor': 116}]",,1800441150,,2069785917,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 7.792208, 'nValDep': 69.04}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 7.792206, 'nValDep': 69.04}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 9.74026, 'nValDep': 86.3}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 15.584416, 'nValDep': 138.08}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 15.584416, 'nValDep': 138.08}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 37.662338, 'nValDep': 333.69}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5.844156, 'nValDep': 51.77}]",1801365323,VENR,2069779220.0,"RPS 213, 1983",202300000000949,001/001,2150,01,S,S,N,S,N,S,RECEBIDO,I,23.1,7.7,886.0,11.55,5.01,S,109/00292296-3,292296,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:27,17:23:54,P000424166,P000424166,583,34191.09008 29229.630321 89964.000007 6 94140000083864,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 75.980392, 'valor': 620}, {'codigo_categoria': '1.04.99', 'percentual': 24.019608, 'valor': 196}]",,1800441199,,2069786103,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 4.83871, 'nValDep': 39.48}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 4.83871, 'nValDep': 39.48}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 6.048387, 'nValDep': 49.35}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 9.677419, 'nValDep': 78.97}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 9.677419, 'nValDep': 78.97}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 61.290323, 'nValDep': 500.13}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 3.629032, 'nValDep': 29.62}]",1801365323,VENR,2069779238.0,"RPS 214, 1984",202300000000950,001/001,2151,01,N,N,N,N,N,N,RECEBIDO,I,,,816.0,,,S,109/00292297-1,292297,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:27,17:24:13,P000424166,P000424166,600,34191.09008 29229.710321 89964.000007 4 94140000081600,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 85.870889, 'valor': 705}, {'codigo_categoria': '1.04.99', 'percentual': 14.129111, 'valor': 116}]",,1800441173,,2069786359,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 4.255319, 'nValDep': 34.94}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 4.25532, 'nValDep': 34.94}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 5.319149, 'nValDep': 43.67}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 8.510638, 'nValDep': 69.87}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 8.510638, 'nValDep': 69.87}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 65.957447, 'nValDep': 541.51}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 3.191489, 'nValDep': 26.2}]",1801365323,VENR,2069779267.0,"RPS 215, 1985",202300000000951,001/001,2152,01,S,S,N,S,N,S,RECEBIDO,I,21.15,7.05,821.0,10.58,4.58,S,109/00292298-9,292298,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:26,17:24:33,P000424166,P000424166,585,34191.09008 29229.890321 89964.000007 2 94140000077764,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 74.83731, 'valor': 345}, {'codigo_categoria': '1.04.99', 'percentual': 25.16269, 'valor': 116}]",,1800441203,,2069786736,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 8.695652, 'nValDep': 40.09}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 8.695652, 'nValDep': 40.09}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 10.869565, 'nValDep': 50.11}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 17.391304, 'nValDep': 80.17}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 17.391304, 'nValDep': 80.17}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 30.434783, 'nValDep': 140.3}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 6.52174, 'nValDep': 30.07}]",1801365323,VENR,2069779285.0,"RPS 216, 1986",202300000000952,001/001,2153,01,S,S,N,N,N,S,RECEBIDO,I,10.35,3.45,461.0,,2.24,S,109/00292299-7,292299,03/07/2023,1,2,N,14/07/2023,03/07/2023,08:52:47,17:25:03,P000424166,P000424166,604,34191.09008 29229.970321 89964.000007 1 94140000044496,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 91.117917, 'valor': 1190}, {'codigo_categoria': '1.04.99', 'percentual': 8.882083, 'valor': 116}]",,1800441215,,2069787001,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 6.722689, 'nValDep': 87.8}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 6.72269, 'nValDep': 87.8}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 8.403361, 'nValDep': 109.75}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 13.445378, 'nValDep': 175.6}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 13.445378, 'nValDep': 175.6}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 46.218487, 'nValDep': 603.61}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 5.042017, 'nValDep': 65.84}]",1801365323,VENR,2069779331.0,"RPS 217, 1987",202300000000953,001/001,2155,01,S,S,N,S,N,S,RECEBIDO,I,35.7,11.9,1306.0,17.85,7.74,S,109/00292300-3,292300,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:26,17:25:31,P000424166,P000424166,618,34191.09008 29230.030321 89964.000007 1 94140000123281,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 72.115385, 'valor': 300}, {'codigo_categoria': '1.04.99', 'percentual': 27.884615, 'valor': 116}]",,1801298143,,2069787198,BOL,03/07/2023,25/07/2023,03/07/2023,25/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 41.6}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 41.6}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 52}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 83.2}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 83.2}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 83.2}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 31.2}]",1801365323,VENR,2069779371.0,"RPS 219, 1988",202300000000954,001/001,2156,01,S,S,N,N,N,S,RECEBIDO,I,9.0,3.0,416.0,,1.95,N,,,,1,2,N,26/07/2023,03/07/2023,08:59:33,17:25:50,P000424166,P000424166,623,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 33.783784, 'valor': 100}, {'codigo_categoria': '1.04.99', 'percentual': 66.216216, 'valor': 196}]",,1801298131,,2069787510,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 9, 'nValDep': 26.64}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 9, 'nValDep': 26.64}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 11.25, 'nValDep': 33.3}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 18, 'nValDep': 53.28}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 18, 'nValDep': 53.28}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 28, 'nValDep': 82.88}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 6.75, 'nValDep': 19.98}]",1801365323,VENR,2069779324.0,"RPS 218, 1989",202300000000955,001/001,2154,01,N,N,N,N,N,N,RECEBIDO,I,,,296.0,,,N,,,,1,2,N,28/08/2023,03/07/2023,15:47:01,17:26:19,P000424166,P000424166,599,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 474.53}]",1.01.98,1800441223,,2069787755,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 47.45}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 59.32}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 94.91}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 35.58}]",1801365323,VENR,2069779404.0,RPS 1990,202300000000956,001/001,2157,01,N,N,N,N,N,N,RECEBIDO,I,,,474.53,,,S,109/00292303-7,292303,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:13,17:26:38,P000424166,P000424166,628,34191.09008 29230.370321 89964.000007 9 94170000047453,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 100}]",1.01.02,1800441235,,2069788059,BOL,03/07/2023,20/07/2023,03/07/2023,20/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 10, 'nValDep': 10}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 10, 'nValDep': 10}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 12.5, 'nValDep': 12.5}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 20, 'nValDep': 20}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 20, 'nValDep': 20}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 20, 'nValDep': 20}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 7.5, 'nValDep': 7.5}]",1801365323,VENR,2069779434.0,RPS 1991,202300000000957,001/001,2159,01,N,N,N,N,N,N,RECEBIDO,I,,,100.0,,,S,109/00292304-5,292304,03/07/2023,1,2,N,21/07/2023,03/07/2023,09:53:12,17:26:59,P000424166,P000424166,641,34191.09008 29230.450321 89964.000007 6 94170000010000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 88.856868, 'valor': 925}, {'codigo_categoria': '1.04.99', 'percentual': 11.143132, 'valor': 116}]",,1801298135,,2069788369,BOL,03/07/2023,17/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 8.648649, 'nValDep': 90.03}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 8.648649, 'nValDep': 90.03}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 10.810811, 'nValDep': 112.54}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 17.297297, 'nValDep': 180.06}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 17.297297, 'nValDep': 180.06}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 30.810811, 'nValDep': 320.74}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 6.486486, 'nValDep': 67.54}]",1801365323,VENR,2069779423.0,"RPS 220, 1992",202300000000958,001/001,2158,01,S,S,N,S,N,S,RECEBIDO,I,27.75,9.25,1041.0,13.88,6.01,S,109/00292305-2,292305,03/07/2023,1,2,N,18/07/2023,03/07/2023,09:03:26,17:27:25,P000424166,P000424166,602,34191.09008 29230.520321 89964.000007 2 94140000098411,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 80.536913, 'valor': 480}, {'codigo_categoria': '1.04.99', 'percentual': 19.463087, 'valor': 116}]",,1801298151,,2069788624,BOL,03/07/2023,25/07/2023,03/07/2023,17/07/2023,"[{'cCodDep': '1800166437', 'cDesDep': 'Adm/Financeiro', 'nPerDep': 6.25, 'nValDep': 37.25}, {'cCodDep': '1800166438', 'cDesDep': 'Comercial e Marketing', 'nPerDep': 6.25, 'nValDep': 37.25}, {'cCodDep': '1800166440', 'cDesDep': 'Operacional', 'nPerDep': 7.8125, 'nValDep': 46.56}, {'cCodDep': '1800170855', 'cDesDep': 'Fiscal', 'nPerDep': 12.5, 'nValDep': 74.5}, {'cCodDep': '1800170857', 'cDesDep': 'Contábil', 'nPerDep': 12.5, 'nValDep': 74.5}, {'cCodDep': '1800170859', 'cDesDep': 'DP', 'nPerDep': 50, 'nValDep': 298}, {'cCodDep': '1800170861', 'cDesDep': 'Societário', 'nPerDep': 4.6875, 'nValDep': 27.94}]",1801365323,VENR,2069779459.0,"RPS 221, 1993",202300000000959,001/001,2160,01,S,S,N,N,N,S,RECEBIDO,I,14.4,4.8,596.0,,3.12,N,,,,1,2,N,26/07/2023,03/07/2023,08:58:29,17:27:52,P000424166,P000424166,714,,,,,,,E-contábil,42.974.955/0001-90
